# Class blue_S1 green_S1 red_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 bcdev_S1 edev_S1 sdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 blue_S2 green_S2 red_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 bcdev_S2 edev_S2 sdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 slope
1.000000 0.031100 0.059100 0.061850 0.275650 0.248050 0.153300 0.120100 0.233650 0.268250 2.056399 1.736200 4.518973 0.632516 1.244950 -0.609046 381.099365 0.036900 0.056800 0.084000 0.174950 0.300700 0.235450 0.118350 0.146700 0.164050 2.875681 2.613290 5.339636 0.347252 0.457141 -0.674183 200.821777 2.124591
0.000000 0.085500 0.122300 0.152500 0.290700 0.401400 0.289200 0.191900 0.245300 0.271000 2.931273 2.325357 5.796884 0.317018 0.700522 -0.534642 346.705872 0.095900 0.131700 0.175000 0.279900 0.447600 0.349300 0.203000 0.231200 0.253000 3.052027 2.490032 8.138144 0.236631 0.482224 -0.549471 201.296951 3.173239
0.000000 0.066700 0.100000 0.124900 0.278900 0.362700 0.253500 0.171400 0.236600 0.264700 2.619500 2.123528 5.229989 0.389988 0.807841 -0.568501 348.211334 0.072800 0.105600 0.143600 0.249900 0.402500 0.310500 0.177300 0.210400 0.231100 2.970640 2.533620 7.867449 0.266928 0.504723 -0.585618 201.827209 1.317616
0.000000 0.094100 0.130200 0.152600 0.310500 0.399500 0.278800 0.202700 0.265400 0.294700 2.843069 2.222102 5.835382 0.348019 0.839255 -0.509335 349.169250 0.113700 0.148600 0.182900 0.293700 0.453600 0.348600 0.217900 0.248700 0.270200 2.931960 2.408997 8.063916 0.230343 0.526092 -0.506080 201.592422 3.004626
0.000000 0.081500 0.115700 0.146200 0.281200 0.375500 0.260700 0.191600 0.237400 0.263700 2.864793 2.284431 6.001088 0.311838 0.660984 -0.530914 365.437958 0.091800 0.122500 0.160900 0.252500 0.414600 0.309400 0.185700 0.211100 0.232200 2.994240 2.515387 7.847980 0.226621 0.443926 -0.544694 200.172623 8.014744
0.000000 0.068400 0.101100 0.126400 0.290500 0.343050 0.227300 0.177300 0.245700 0.275850 2.684589 2.224913 5.902177 0.395150 0.857066 -0.546401 373.017395 0.083600 0.110650 0.139450 0.249550 0.378500 0.283500 0.173250 0.211050 0.231800 2.829746 2.436120 6.938137 0.280423 0.554325 -0.544140 207.326050 5.590170
1.000000 0.054450 0.081800 0.101200 0.278450 0.328300 0.215900 0.150700 0.232550 0.265250 2.348954 1.883963 4.332163 0.466405 0.969348 -0.597027 357.682800 0.068800 0.093600 0.131100 0.222950 0.380550 0.296950 0.159100 0.187350 0.207000 2.801992 2.431359 7.507010 0.262011 0.443318 -0.604661 203.196609 1.666667
0.000000 0.070300 0.113300 0.164900 0.281000 0.363000 0.278700 0.211500 0.260700 0.282300 3.029064 2.449001 5.782714 0.252693 0.470558 -0.524846 382.173126 0.074400 0.116100 0.183000 0.261800 0.416000 0.340700 0.216600 0.238700 0.255100 3.195501 2.673253 8.181722 0.178869 0.287219 -0.558592 215.265915 2.429563
1.000000 0.058300 0.103300 0.168500 0.282350 0.420450 0.334100 0.213550 0.259600 0.280550 2.808304 2.174129 6.078756 0.248742 0.426145 -0.607077 362.814728 0.063350 0.110200 0.194400 0.281700 0.478950 0.402450 0.229950 0.254900 0.272250 3.147090 2.524606 7.796016 0.183408 0.282606 -0.627517 189.673218 2.946278
1.000000 0.043300 0.075600 0.096000 0.256300 0.294700 0.202200 0.148000 0.224600 0.251700 2.403489 2.038070 4.845392 0.449660 0.818701 -0.590982 365.492737 0.057900 0.089700 0.148200 0.221600 0.386300 0.320300 0.175400 0.193200 0.208500 2.987913 2.600268 7.550515 0.201306 0.292484 -0.622657 191.939499 3.004626
