# Class blue_S1 green_S1 red_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 bcdev_S1 edev_S1 sdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 blue_S2 green_S2 red_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 bcdev_S2 edev_S2 sdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 slope
1.000000 0.090900 0.116200 0.143000 0.229400 0.325900 0.271000 0.171400 0.202500 0.223900 3.263512 2.901793 6.871231 0.234077 0.441558 -0.472287 421.330658 0.056500 0.080500 0.087000 0.231700 0.264100 0.184500 0.131800 0.199400 0.222600 3.376914 3.132634 6.075785 0.455708 0.867085 -0.522397 740.853149 5.270463
1.000000 0.088400 0.116900 0.152600 0.255400 0.360400 0.265800 0.186900 0.218100 0.242800 2.840633 2.416054 6.776904 0.250000 0.490789 -0.510395 406.001770 0.060700 0.087600 0.104200 0.226600 0.310300 0.228200 0.142300 0.188700 0.210200 3.610518 3.108393 6.479983 0.369667 0.659846 -0.562516 722.155396 2.357023
1.000000 0.088700 0.111050 0.133850 0.225050 0.339500 0.274300 0.164900 0.196300 0.218400 2.812331 2.442198 6.502217 0.252597 0.482796 -0.507208 418.836487 0.060700 0.086650 0.092800 0.233450 0.284700 0.212150 0.136300 0.202050 0.223500 3.938189 3.670489 7.905914 0.437405 0.852053 -0.529620 746.372131 4.289846
1.000000 0.075300 0.093950 0.096300 0.232100 0.263400 0.172600 0.131550 0.199950 0.226150 3.026850 2.788035 5.992791 0.417403 0.876876 -0.472941 540.896484 0.050850 0.076100 0.067450 0.282400 0.235000 0.136100 0.120650 0.241700 0.276250 2.535021 2.170860 5.369109 0.611599 1.357681 -0.508066 647.648804 4.166667
1.000000 0.080400 0.100200 0.105550 0.242300 0.286600 0.204500 0.143550 0.210550 0.238450 2.958847 2.706371 5.941086 0.393106 0.848846 -0.478890 541.256897 0.059100 0.081800 0.062500 0.303550 0.252350 0.153600 0.130700 0.270200 0.311350 2.396885 2.034992 4.545612 0.662300 1.674472 -0.508725 647.442749 4.289846
1.000000 0.073400 0.099100 0.085600 0.245300 0.236000 0.152400 0.139600 0.220200 0.244000 2.062009 1.811701 4.218513 0.479452 1.077122 -0.405741 538.800842 0.047000 0.078400 0.064200 0.258600 0.262400 0.153100 0.129300 0.221700 0.247300 3.696653 3.418018 7.592979 0.606979 1.237932 -0.540564 641.582886 3.333333
1.000000 0.098450 0.119650 0.126500 0.252800 0.320250 0.230950 0.163850 0.224800 0.252250 2.352050 1.962188 4.393517 0.333334 0.771066 -0.455954 515.605347 0.049050 0.080650 0.061250 0.290600 0.216650 0.115300 0.132700 0.251700 0.286800 2.636589 2.261842 6.161571 0.652092 1.480305 -0.455732 611.016357 4.859127
1.000000 0.081100 0.102800 0.110800 0.246000 0.292300 0.210300 0.149800 0.218700 0.245000 2.837027 2.409685 5.752879 0.378227 0.819969 -0.479889 541.344360 0.058100 0.090200 0.074400 0.326400 0.241800 0.144400 0.140400 0.284800 0.325800 2.436941 2.035358 5.825125 0.624360 1.590776 -0.463371 647.626831 2.357023
1.000000 0.082000 0.100850 0.102650 0.223300 0.256550 0.173750 0.140000 0.201700 0.228000 2.572176 2.220731 5.129605 0.369859 0.774612 -0.435036 539.703735 0.051350 0.075350 0.074650 0.252600 0.239050 0.134650 0.128900 0.216900 0.246600 2.966066 2.348960 4.893867 0.549096 1.122881 -0.522772 642.382080 2.146477
1.000000 0.090800 0.111800 0.121500 0.233200 0.325600 0.248400 0.158600 0.208800 0.232000 2.516052 2.130138 5.000017 0.316770 0.673645 -0.488076 514.403381 0.069700 0.102400 0.075900 0.333300 0.237000 0.134900 0.156300 0.309400 0.344500 2.103540 1.558037 4.997283 0.630457 1.692916 -0.394156 608.364502 3.726780
1.000000 0.091200 0.112100 0.131000 0.225600 0.342200 0.277000 0.161600 0.201000 0.222100 2.770172 2.445821 5.792168 0.264045 0.522456 -0.505623 514.875366 0.046000 0.081200 0.069300 0.266000 0.224000 0.132400 0.132500 0.235800 0.264200 2.474217 2.214015 5.246128 0.587311 1.215625 -0.468908 609.868042 1.317616
1.000000 0.093500 0.111800 0.126650 0.216050 0.318700 0.241150 0.155900 0.189850 0.210000 2.717654 2.377133 5.684381 0.262693 0.519162 -0.482168 515.575439 0.051400 0.076250 0.071900 0.220150 0.227400 0.154150 0.116700 0.191850 0.215800 2.410117 2.161051 4.401038 0.506887 0.930232 -0.498152 609.617920 5.950904
1.000000 0.073250 0.095900 0.108550 0.264450 0.288600 0.197250 0.144600 0.226700 0.262600 2.724642 2.348420 5.678000 0.411001 0.905293 -0.499973 678.506348 0.062600 0.087150 0.095500 0.284400 0.286900 0.178750 0.135350 0.245050 0.291450 2.594284 2.174881 5.227353 0.494630 1.111603 -0.534866 587.753967 6.066758
