"T","X","Y","datasets","days"
"2019--P1Y", +0177, +0100,    2,    2
"2019--P1Y", +0177, +0101,    2,    2
"2019--P1Y", +0177, +0102,    2,    2
"2019--P1Y", +0177, +0103,    2,    2
"2019--P1Y", +0177, +0104,    2,    2
"2019--P1Y", +0177, +0105,    2,    2
"2019--P1Y", +0177, +0106,    2,    2
"2019--P1Y", +0177, +0107,    2,    2
"2019--P1Y", +0177, +0108,    2,    2
"2019--P1Y", +0177, +0109,    2,    2
"2019--P1Y", +0177, +0110,    2,    2
"2019--P1Y", +0177, +0111,    2,    2
"2019--P1Y", +0177, +0112,    2,    2
"2019--P1Y", +0177, +0113,    2,    2
"2019--P1Y", +0177, +0114,    2,    2
"2019--P1Y", +0177, +0115,    2,    2
"2019--P1Y", +0177, +0116,    2,    2
"2019--P1Y", +0177, +0117,    2,    2
"2019--P1Y", +0177, +0118,    2,    2
"2019--P1Y", +0177, +0119,    2,    2
"2019--P1Y", +0177, +0120,    2,    2
"2019--P1Y", +0177, +0121,    2,    2
"2019--P1Y", +0177, +0122,    2,    2
"2019--P1Y", +0177, +0123,    2,    2
"2019--P1Y", +0178, +0082,    2,    2
"2019--P1Y", +0178, +0083,    2,    2
"2019--P1Y", +0178, +0084,    2,    2
"2019--P1Y", +0178, +0085,    2,    2
"2019--P1Y", +0178, +0086,    2,    2
"2019--P1Y", +0178, +0087,    2,    2
"2019--P1Y", +0178, +0088,    2,    2
"2019--P1Y", +0178, +0089,    2,    2
"2019--P1Y", +0178, +0090,    2,    2
"2019--P1Y", +0178, +0091,    2,    2
"2019--P1Y", +0178, +0092,    2,    2
"2019--P1Y", +0178, +0093,    2,    2
"2019--P1Y", +0178, +0094,    2,    2
"2019--P1Y", +0178, +0095,    2,    2
"2019--P1Y", +0178, +0096,    2,    2
"2019--P1Y", +0178, +0097,    2,    2
"2019--P1Y", +0178, +0098,    2,    2
"2019--P1Y", +0178, +0099,    2,    2
"2019--P1Y", +0178, +0100,    2,    2
"2019--P1Y", +0178, +0101,    2,    2
"2019--P1Y", +0178, +0102,    2,    2
"2019--P1Y", +0178, +0103,    2,    2
"2019--P1Y", +0178, +0104,    2,    2
"2019--P1Y", +0178, +0105,    2,    2
"2019--P1Y", +0178, +0106,    2,    2
"2019--P1Y", +0178, +0107,    2,    2
"2019--P1Y", +0178, +0108,    2,    2
"2019--P1Y", +0178, +0109,    2,    2
"2019--P1Y", +0178, +0110,    2,    2
"2019--P1Y", +0178, +0111,    2,    2
"2019--P1Y", +0178, +0112,    2,    2
"2019--P1Y", +0178, +0113,    2,    2
"2019--P1Y", +0178, +0114,    2,    2
"2019--P1Y", +0178, +0115,    2,    2
"2019--P1Y", +0178, +0116,    2,    2
"2019--P1Y", +0178, +0117,    2,    2
"2019--P1Y", +0178, +0118,    2,    2
"2019--P1Y", +0178, +0119,    2,    2
"2019--P1Y", +0178, +0120,    2,    2
"2019--P1Y", +0178, +0121,    2,    2
"2019--P1Y", +0178, +0122,    2,    2
"2019--P1Y", +0178, +0123,    2,    2
"2019--P1Y", +0179, +0081,    2,    2
"2019--P1Y", +0179, +0082,    2,    2
"2019--P1Y", +0179, +0083,    2,    2
"2019--P1Y", +0179, +0084,    2,    2
"2019--P1Y", +0179, +0085,    2,    2
"2019--P1Y", +0179, +0086,    2,    2
"2019--P1Y", +0179, +0087,    2,    2
"2019--P1Y", +0179, +0088,    2,    2
"2019--P1Y", +0179, +0089,    2,    2
"2019--P1Y", +0179, +0090,    2,    2
"2019--P1Y", +0179, +0091,    2,    2
"2019--P1Y", +0179, +0092,    2,    2
"2019--P1Y", +0179, +0093,    2,    2
"2019--P1Y", +0179, +0094,    2,    2
"2019--P1Y", +0179, +0095,    2,    2
"2019--P1Y", +0179, +0096,    2,    2
"2019--P1Y", +0179, +0097,    2,    2
"2019--P1Y", +0179, +0098,    2,    2
"2019--P1Y", +0179, +0099,    2,    2
"2019--P1Y", +0179, +0100,    2,    2
"2019--P1Y", +0179, +0101,    2,    2
"2019--P1Y", +0179, +0102,    2,    2
"2019--P1Y", +0179, +0103,    2,    2
"2019--P1Y", +0179, +0104,    2,    2
"2019--P1Y", +0179, +0105,    2,    2
"2019--P1Y", +0179, +0106,    2,    2
"2019--P1Y", +0179, +0107,    2,    2
"2019--P1Y", +0179, +0108,    2,    2
"2019--P1Y", +0179, +0109,    2,    2
"2019--P1Y", +0179, +0110,    2,    2
"2019--P1Y", +0179, +0111,    2,    2
"2019--P1Y", +0179, +0112,    2,    2
"2019--P1Y", +0179, +0113,    2,    2
"2019--P1Y", +0179, +0114,    2,    2
"2019--P1Y", +0179, +0115,    2,    2
"2019--P1Y", +0179, +0116,    2,    2
"2019--P1Y", +0179, +0117,    2,    2
"2019--P1Y", +0179, +0118,    2,    2
"2019--P1Y", +0179, +0119,    2,    2
"2019--P1Y", +0179, +0120,    2,    2
"2019--P1Y", +0179, +0121,    2,    2
"2019--P1Y", +0179, +0122,    2,    2
"2019--P1Y", +0179, +0123,    2,    2
"2019--P1Y", +0180, +0081,    2,    2
"2019--P1Y", +0180, +0082,    2,    2
"2019--P1Y", +0180, +0083,    2,    2
"2019--P1Y", +0180, +0084,    2,    2
"2019--P1Y", +0180, +0085,    2,    2
"2019--P1Y", +0180, +0086,    2,    2
"2019--P1Y", +0180, +0087,    2,    2
"2019--P1Y", +0180, +0088,    2,    2
"2019--P1Y", +0180, +0089,    2,    2
"2019--P1Y", +0180, +0090,    2,    2
"2019--P1Y", +0180, +0091,    2,    2
"2019--P1Y", +0180, +0092,    2,    2
"2019--P1Y", +0180, +0093,    2,    2
"2019--P1Y", +0180, +0094,    2,    2
"2019--P1Y", +0180, +0095,    2,    2
"2019--P1Y", +0180, +0096,    2,    2
"2019--P1Y", +0180, +0097,    2,    2
"2019--P1Y", +0180, +0098,    2,    2
"2019--P1Y", +0180, +0099,    2,    2
"2019--P1Y", +0180, +0100,    2,    2
"2019--P1Y", +0180, +0101,    2,    2
"2019--P1Y", +0180, +0102,    2,    2
"2019--P1Y", +0180, +0103,    2,    2
"2019--P1Y", +0180, +0104,    2,    2
"2019--P1Y", +0180, +0105,    2,    2
"2019--P1Y", +0180, +0106,    2,    2
"2019--P1Y", +0180, +0107,    2,    2
"2019--P1Y", +0180, +0108,    2,    2
"2019--P1Y", +0180, +0109,    2,    2
"2019--P1Y", +0180, +0110,    2,    2
"2019--P1Y", +0180, +0111,    2,    2
"2019--P1Y", +0180, +0112,    2,    2
"2019--P1Y", +0180, +0113,    2,    2
"2019--P1Y", +0180, +0114,    2,    2
"2019--P1Y", +0180, +0115,    2,    2
"2019--P1Y", +0180, +0116,    2,    2
"2019--P1Y", +0180, +0117,    2,    2
"2019--P1Y", +0180, +0118,    2,    2
"2019--P1Y", +0180, +0119,    2,    2
"2019--P1Y", +0180, +0120,    2,    2
"2019--P1Y", +0180, +0121,    2,    2
"2019--P1Y", +0180, +0122,    2,    2
"2019--P1Y", +0180, +0123,    2,    2
"2019--P1Y", +0181, +0082,    2,    2
"2019--P1Y", +0181, +0083,    2,    2
"2019--P1Y", +0181, +0084,    2,    2
"2019--P1Y", +0181, +0085,    2,    2
"2019--P1Y", +0181, +0086,    2,    2
"2019--P1Y", +0181, +0087,    2,    2
"2019--P1Y", +0181, +0088,    2,    2
"2019--P1Y", +0181, +0089,    2,    2
"2019--P1Y", +0181, +0090,    2,    2
"2019--P1Y", +0181, +0091,    2,    2
"2019--P1Y", +0181, +0092,    2,    2
"2019--P1Y", +0181, +0093,    2,    2
"2019--P1Y", +0181, +0094,    2,    2
"2019--P1Y", +0181, +0095,    2,    2
"2019--P1Y", +0181, +0096,    2,    2
"2019--P1Y", +0181, +0097,    2,    2
"2019--P1Y", +0181, +0098,    2,    2
"2019--P1Y", +0181, +0099,    2,    2
"2019--P1Y", +0181, +0100,    2,    2
"2019--P1Y", +0181, +0101,    2,    2
"2019--P1Y", +0181, +0102,    2,    2
"2019--P1Y", +0181, +0103,    2,    2
"2019--P1Y", +0181, +0104,    2,    2
"2019--P1Y", +0181, +0105,    2,    2
"2019--P1Y", +0181, +0106,    2,    2
"2019--P1Y", +0181, +0107,    2,    2
"2019--P1Y", +0181, +0108,    2,    2
"2019--P1Y", +0181, +0109,    2,    2
"2019--P1Y", +0181, +0110,    2,    2
"2019--P1Y", +0181, +0111,    2,    2
"2019--P1Y", +0181, +0112,    2,    2
"2019--P1Y", +0181, +0113,    2,    2
"2019--P1Y", +0181, +0114,    2,    2
"2019--P1Y", +0181, +0115,    2,    2
"2019--P1Y", +0181, +0116,    2,    2
"2019--P1Y", +0181, +0117,    2,    2
"2019--P1Y", +0181, +0118,    2,    2
"2019--P1Y", +0181, +0119,    2,    2
"2019--P1Y", +0181, +0120,    2,    2
"2019--P1Y", +0181, +0121,    2,    2
"2019--P1Y", +0181, +0122,    2,    2
"2019--P1Y", +0181, +0123,    2,    2
"2019--P1Y", +0182, +0082,    2,    2
"2019--P1Y", +0182, +0083,    2,    2
"2019--P1Y", +0182, +0084,    2,    2
"2019--P1Y", +0182, +0085,    2,    2
"2019--P1Y", +0182, +0086,    2,    2
"2019--P1Y", +0182, +0087,    2,    2
"2019--P1Y", +0182, +0088,    2,    2
"2019--P1Y", +0182, +0089,    2,    2
"2019--P1Y", +0182, +0090,    2,    2
"2019--P1Y", +0182, +0091,    2,    2
"2019--P1Y", +0182, +0092,    2,    2
"2019--P1Y", +0182, +0093,    2,    2
"2019--P1Y", +0182, +0094,    2,    2
"2019--P1Y", +0182, +0095,    2,    2
"2019--P1Y", +0182, +0096,    2,    2
"2019--P1Y", +0182, +0097,    2,    2
"2019--P1Y", +0182, +0098,    2,    2
"2019--P1Y", +0182, +0099,    2,    2
"2019--P1Y", +0182, +0100,    2,    2
"2019--P1Y", +0182, +0101,    2,    2
"2019--P1Y", +0182, +0102,    2,    2
"2019--P1Y", +0182, +0103,    2,    2
"2019--P1Y", +0182, +0104,    2,    2
"2019--P1Y", +0182, +0105,    2,    2
"2019--P1Y", +0182, +0106,    2,    2
"2019--P1Y", +0182, +0107,    2,    2
"2019--P1Y", +0182, +0108,    2,    2
"2019--P1Y", +0182, +0109,    2,    2
"2019--P1Y", +0182, +0110,    2,    2
"2019--P1Y", +0182, +0111,    2,    2
"2019--P1Y", +0182, +0112,    2,    2
"2019--P1Y", +0182, +0113,    2,    2
"2019--P1Y", +0182, +0114,    2,    2
"2019--P1Y", +0182, +0115,    2,    2
"2019--P1Y", +0182, +0116,    2,    2
"2019--P1Y", +0182, +0117,    2,    2
"2019--P1Y", +0182, +0118,    2,    2
"2019--P1Y", +0182, +0119,    2,    2
"2019--P1Y", +0182, +0120,    2,    2
"2019--P1Y", +0182, +0121,    2,    2
"2019--P1Y", +0182, +0122,    2,    2
"2019--P1Y", +0182, +0123,    2,    2
"2019--P1Y", +0183, +0082,    2,    2
"2019--P1Y", +0183, +0083,    2,    2
"2019--P1Y", +0183, +0084,    2,    2
"2019--P1Y", +0183, +0085,    2,    2
"2019--P1Y", +0183, +0086,    2,    2
"2019--P1Y", +0183, +0087,    2,    2
"2019--P1Y", +0183, +0088,    2,    2
"2019--P1Y", +0183, +0089,    2,    2
"2019--P1Y", +0183, +0090,    2,    2
"2019--P1Y", +0183, +0091,    2,    2
"2019--P1Y", +0183, +0092,    2,    2
"2019--P1Y", +0183, +0093,    2,    2
"2019--P1Y", +0183, +0094,    2,    2
"2019--P1Y", +0183, +0095,    2,    2
"2019--P1Y", +0183, +0096,    2,    2
"2019--P1Y", +0183, +0097,    2,    2
"2019--P1Y", +0183, +0098,    2,    2
"2019--P1Y", +0183, +0099,    2,    2
"2019--P1Y", +0183, +0100,    2,    2
"2019--P1Y", +0183, +0101,    2,    2
"2019--P1Y", +0183, +0102,    2,    2
"2019--P1Y", +0183, +0103,    2,    2
"2019--P1Y", +0183, +0104,    2,    2
"2019--P1Y", +0183, +0105,    2,    2
"2019--P1Y", +0183, +0106,    2,    2
"2019--P1Y", +0183, +0107,    2,    2
"2019--P1Y", +0183, +0108,    2,    2
"2019--P1Y", +0183, +0109,    2,    2
"2019--P1Y", +0183, +0110,    2,    2
"2019--P1Y", +0183, +0111,    2,    2
"2019--P1Y", +0183, +0112,    2,    2
"2019--P1Y", +0183, +0113,    2,    2
"2019--P1Y", +0183, +0114,    2,    2
"2019--P1Y", +0183, +0115,    2,    2
"2019--P1Y", +0183, +0116,    2,    2
"2019--P1Y", +0183, +0117,    2,    2
"2019--P1Y", +0183, +0118,    2,    2
"2019--P1Y", +0183, +0119,    2,    2
"2019--P1Y", +0183, +0120,    2,    2
"2019--P1Y", +0183, +0121,    2,    2
"2019--P1Y", +0183, +0122,    2,    2
"2019--P1Y", +0183, +0123,    2,    2
"2019--P1Y", +0184, +0077,    2,    2
"2019--P1Y", +0184, +0078,    2,    2
"2019--P1Y", +0184, +0079,    2,    2
"2019--P1Y", +0184, +0080,    2,    2
"2019--P1Y", +0184, +0082,    2,    2
"2019--P1Y", +0184, +0083,    2,    2
"2019--P1Y", +0184, +0084,    2,    2
"2019--P1Y", +0184, +0085,    2,    2
"2019--P1Y", +0184, +0086,    2,    2
"2019--P1Y", +0184, +0087,    2,    2
"2019--P1Y", +0184, +0088,    2,    2
"2019--P1Y", +0184, +0089,    2,    2
"2019--P1Y", +0184, +0090,    2,    2
"2019--P1Y", +0184, +0091,    2,    2
"2019--P1Y", +0184, +0092,    2,    2
"2019--P1Y", +0184, +0093,    2,    2
"2019--P1Y", +0184, +0094,    2,    2
"2019--P1Y", +0184, +0095,    2,    2
"2019--P1Y", +0184, +0096,    2,    2
"2019--P1Y", +0184, +0097,    2,    2
"2019--P1Y", +0184, +0098,    2,    2
"2019--P1Y", +0184, +0099,    2,    2
"2019--P1Y", +0184, +0100,    2,    2
"2019--P1Y", +0184, +0101,    2,    2
"2019--P1Y", +0184, +0102,    2,    2
"2019--P1Y", +0184, +0103,    2,    2
"2019--P1Y", +0184, +0104,    2,    2
"2019--P1Y", +0184, +0105,    2,    2
"2019--P1Y", +0184, +0106,    2,    2
"2019--P1Y", +0184, +0107,    2,    2
"2019--P1Y", +0184, +0108,    2,    2
"2019--P1Y", +0184, +0109,    2,    2
"2019--P1Y", +0184, +0110,    2,    2
"2019--P1Y", +0184, +0111,    2,    2
"2019--P1Y", +0184, +0112,    2,    2
"2019--P1Y", +0184, +0113,    2,    2
"2019--P1Y", +0184, +0114,    2,    2
"2019--P1Y", +0184, +0115,    2,    2
"2019--P1Y", +0184, +0116,    2,    2
"2019--P1Y", +0184, +0117,    2,    2
"2019--P1Y", +0184, +0118,    2,    2
"2019--P1Y", +0184, +0119,    2,    2
"2019--P1Y", +0184, +0120,    2,    2
"2019--P1Y", +0184, +0121,    2,    2
"2019--P1Y", +0184, +0122,    2,    2
"2019--P1Y", +0184, +0123,    2,    2
"2019--P1Y", +0184, +0124,    2,    2
"2019--P1Y", +0185, +0077,    2,    2
"2019--P1Y", +0185, +0078,    2,    2
"2019--P1Y", +0185, +0079,    2,    2
"2019--P1Y", +0185, +0080,    2,    2
"2019--P1Y", +0185, +0081,    2,    2
"2019--P1Y", +0185, +0082,    2,    2
"2019--P1Y", +0185, +0083,    2,    2
"2019--P1Y", +0185, +0084,    2,    2
"2019--P1Y", +0185, +0085,    2,    2
"2019--P1Y", +0185, +0086,    2,    2
"2019--P1Y", +0185, +0087,    2,    2
"2019--P1Y", +0185, +0088,    2,    2
"2019--P1Y", +0185, +0089,    2,    2
"2019--P1Y", +0185, +0090,    2,    2
"2019--P1Y", +0185, +0091,    2,    2
"2019--P1Y", +0185, +0092,    2,    2
"2019--P1Y", +0185, +0093,    2,    2
"2019--P1Y", +0185, +0094,    2,    2
"2019--P1Y", +0185, +0095,    2,    2
"2019--P1Y", +0185, +0096,    2,    2
"2019--P1Y", +0185, +0097,    2,    2
"2019--P1Y", +0185, +0098,    2,    2
"2019--P1Y", +0185, +0099,    2,    2
"2019--P1Y", +0185, +0100,    2,    2
"2019--P1Y", +0185, +0101,    2,    2
"2019--P1Y", +0185, +0102,    2,    2
"2019--P1Y", +0185, +0103,    2,    2
"2019--P1Y", +0185, +0104,    2,    2
"2019--P1Y", +0185, +0105,    2,    2
"2019--P1Y", +0185, +0106,    2,    2
"2019--P1Y", +0185, +0107,    2,    2
"2019--P1Y", +0185, +0108,    2,    2
"2019--P1Y", +0185, +0109,    2,    2
"2019--P1Y", +0185, +0110,    2,    2
"2019--P1Y", +0185, +0111,    2,    2
"2019--P1Y", +0185, +0112,    2,    2
"2019--P1Y", +0185, +0113,    2,    2
"2019--P1Y", +0185, +0114,    2,    2
"2019--P1Y", +0185, +0115,    2,    2
"2019--P1Y", +0185, +0116,    2,    2
"2019--P1Y", +0185, +0117,    2,    2
"2019--P1Y", +0185, +0118,    2,    2
"2019--P1Y", +0185, +0119,    2,    2
"2019--P1Y", +0185, +0120,    2,    2
"2019--P1Y", +0185, +0121,    2,    2
"2019--P1Y", +0185, +0122,    2,    2
"2019--P1Y", +0185, +0123,    2,    2
"2019--P1Y", +0185, +0124,    2,    2
"2019--P1Y", +0186, +0075,    2,    2
"2019--P1Y", +0186, +0076,    2,    2
"2019--P1Y", +0186, +0077,    2,    2
"2019--P1Y", +0186, +0078,    2,    2
"2019--P1Y", +0186, +0079,    2,    2
"2019--P1Y", +0186, +0080,    2,    2
"2019--P1Y", +0186, +0081,    2,    2
"2019--P1Y", +0186, +0082,    2,    2
"2019--P1Y", +0186, +0083,    2,    2
"2019--P1Y", +0186, +0084,    2,    2
"2019--P1Y", +0186, +0085,    2,    2
"2019--P1Y", +0186, +0086,    2,    2
"2019--P1Y", +0186, +0087,    2,    2
"2019--P1Y", +0186, +0088,    2,    2
"2019--P1Y", +0186, +0089,    2,    2
"2019--P1Y", +0186, +0090,    2,    2
"2019--P1Y", +0186, +0091,    2,    2
"2019--P1Y", +0186, +0092,    2,    2
"2019--P1Y", +0186, +0093,    2,    2
"2019--P1Y", +0186, +0094,    2,    2
"2019--P1Y", +0186, +0095,    2,    2
"2019--P1Y", +0186, +0096,    2,    2
"2019--P1Y", +0186, +0097,    2,    2
"2019--P1Y", +0186, +0098,    2,    2
"2019--P1Y", +0186, +0099,    2,    2
"2019--P1Y", +0186, +0100,    2,    2
"2019--P1Y", +0186, +0101,    2,    2
"2019--P1Y", +0186, +0102,    2,    2
"2019--P1Y", +0186, +0103,    2,    2
"2019--P1Y", +0186, +0104,    2,    2
"2019--P1Y", +0186, +0105,    2,    2
"2019--P1Y", +0186, +0106,    2,    2
"2019--P1Y", +0186, +0107,    2,    2
"2019--P1Y", +0186, +0108,    2,    2
"2019--P1Y", +0186, +0109,    2,    2
"2019--P1Y", +0186, +0110,    2,    2
"2019--P1Y", +0186, +0111,    2,    2
"2019--P1Y", +0186, +0112,    2,    2
"2019--P1Y", +0186, +0113,    2,    2
"2019--P1Y", +0186, +0114,    2,    2
"2019--P1Y", +0186, +0115,    2,    2
"2019--P1Y", +0186, +0116,    2,    2
"2019--P1Y", +0186, +0117,    2,    2
"2019--P1Y", +0186, +0118,    2,    2
"2019--P1Y", +0186, +0119,    2,    2
"2019--P1Y", +0186, +0120,    2,    2
"2019--P1Y", +0186, +0121,    2,    2
"2019--P1Y", +0186, +0122,    2,    2
"2019--P1Y", +0186, +0123,    2,    2
"2019--P1Y", +0186, +0124,    2,    2
"2019--P1Y", +0187, +0075,    2,    2
"2019--P1Y", +0187, +0076,    2,    2
"2019--P1Y", +0187, +0077,    2,    2
"2019--P1Y", +0187, +0078,    2,    2
"2019--P1Y", +0187, +0079,    2,    2
"2019--P1Y", +0187, +0080,    2,    2
"2019--P1Y", +0187, +0081,    2,    2
"2019--P1Y", +0187, +0082,    2,    2
"2019--P1Y", +0187, +0083,    2,    2
"2019--P1Y", +0187, +0084,    2,    2
"2019--P1Y", +0187, +0085,    2,    2
"2019--P1Y", +0187, +0086,    2,    2
"2019--P1Y", +0187, +0087,    2,    2
"2019--P1Y", +0187, +0088,    2,    2
"2019--P1Y", +0187, +0089,    2,    2
"2019--P1Y", +0187, +0090,    2,    2
"2019--P1Y", +0187, +0091,    2,    2
"2019--P1Y", +0187, +0092,    2,    2
"2019--P1Y", +0187, +0093,    2,    2
"2019--P1Y", +0187, +0094,    2,    2
"2019--P1Y", +0187, +0095,    2,    2
"2019--P1Y", +0187, +0096,    2,    2
"2019--P1Y", +0187, +0097,    2,    2
"2019--P1Y", +0187, +0098,    2,    2
"2019--P1Y", +0187, +0099,    2,    2
"2019--P1Y", +0187, +0100,    2,    2
"2019--P1Y", +0187, +0101,    2,    2
"2019--P1Y", +0187, +0102,    2,    2
"2019--P1Y", +0187, +0103,    2,    2
"2019--P1Y", +0187, +0104,    2,    2
"2019--P1Y", +0187, +0105,    2,    2
"2019--P1Y", +0187, +0106,    2,    2
"2019--P1Y", +0187, +0107,    2,    2
"2019--P1Y", +0187, +0108,    2,    2
"2019--P1Y", +0187, +0109,    2,    2
"2019--P1Y", +0187, +0110,    2,    2
"2019--P1Y", +0187, +0111,    2,    2
"2019--P1Y", +0187, +0112,    2,    2
"2019--P1Y", +0187, +0113,    2,    2
"2019--P1Y", +0187, +0114,    2,    2
"2019--P1Y", +0187, +0115,    2,    2
"2019--P1Y", +0187, +0116,    2,    2
"2019--P1Y", +0187, +0117,    2,    2
"2019--P1Y", +0187, +0118,    2,    2
"2019--P1Y", +0187, +0119,    2,    2
"2019--P1Y", +0187, +0120,    2,    2
"2019--P1Y", +0187, +0121,    2,    2
"2019--P1Y", +0187, +0122,    2,    2
"2019--P1Y", +0187, +0123,    2,    2
"2019--P1Y", +0187, +0124,    2,    2
"2019--P1Y", +0188, +0072,    2,    2
"2019--P1Y", +0188, +0073,    2,    2
"2019--P1Y", +0188, +0074,    2,    2
"2019--P1Y", +0188, +0075,    2,    2
"2019--P1Y", +0188, +0076,    2,    2
"2019--P1Y", +0188, +0077,    2,    2
"2019--P1Y", +0188, +0078,    2,    2
"2019--P1Y", +0188, +0079,    2,    2
"2019--P1Y", +0188, +0080,    2,    2
"2019--P1Y", +0188, +0081,    2,    2
"2019--P1Y", +0188, +0082,    2,    2
"2019--P1Y", +0188, +0083,    2,    2
"2019--P1Y", +0188, +0084,    2,    2
"2019--P1Y", +0188, +0085,    2,    2
"2019--P1Y", +0188, +0086,    2,    2
"2019--P1Y", +0188, +0087,    2,    2
"2019--P1Y", +0188, +0088,    2,    2
"2019--P1Y", +0188, +0089,    2,    2
"2019--P1Y", +0188, +0090,    2,    2
"2019--P1Y", +0188, +0091,    2,    2
"2019--P1Y", +0188, +0092,    2,    2
"2019--P1Y", +0188, +0093,    2,    2
"2019--P1Y", +0188, +0094,    2,    2
"2019--P1Y", +0188, +0095,    2,    2
"2019--P1Y", +0188, +0096,    2,    2
"2019--P1Y", +0188, +0097,    2,    2
"2019--P1Y", +0188, +0098,    2,    2
"2019--P1Y", +0188, +0099,    2,    2
"2019--P1Y", +0188, +0100,    2,    2
"2019--P1Y", +0188, +0101,    2,    2
"2019--P1Y", +0188, +0102,    2,    2
"2019--P1Y", +0188, +0103,    2,    2
"2019--P1Y", +0188, +0104,    2,    2
"2019--P1Y", +0188, +0105,    2,    2
"2019--P1Y", +0188, +0106,    2,    2
"2019--P1Y", +0188, +0107,    2,    2
"2019--P1Y", +0188, +0108,    2,    2
"2019--P1Y", +0188, +0109,    2,    2
"2019--P1Y", +0188, +0110,    2,    2
"2019--P1Y", +0188, +0111,    2,    2
"2019--P1Y", +0188, +0112,    2,    2
"2019--P1Y", +0188, +0113,    2,    2
"2019--P1Y", +0188, +0114,    2,    2
"2019--P1Y", +0188, +0115,    2,    2
"2019--P1Y", +0188, +0116,    2,    2
"2019--P1Y", +0188, +0117,    2,    2
"2019--P1Y", +0188, +0118,    2,    2
"2019--P1Y", +0188, +0119,    2,    2
"2019--P1Y", +0188, +0120,    2,    2
"2019--P1Y", +0188, +0121,    2,    2
"2019--P1Y", +0188, +0122,    2,    2
"2019--P1Y", +0188, +0123,    2,    2
"2019--P1Y", +0188, +0124,    2,    2
"2019--P1Y", +0189, +0072,    2,    2
"2019--P1Y", +0189, +0073,    2,    2
"2019--P1Y", +0189, +0074,    2,    2
"2019--P1Y", +0189, +0075,    2,    2
"2019--P1Y", +0189, +0076,    2,    2
"2019--P1Y", +0189, +0077,    2,    2
"2019--P1Y", +0189, +0078,    2,    2
"2019--P1Y", +0189, +0079,    2,    2
"2019--P1Y", +0189, +0080,    2,    2
"2019--P1Y", +0189, +0081,    2,    2
"2019--P1Y", +0189, +0082,    2,    2
"2019--P1Y", +0189, +0083,    2,    2
"2019--P1Y", +0189, +0084,    2,    2
"2019--P1Y", +0189, +0085,    2,    2
"2019--P1Y", +0189, +0086,    2,    2
"2019--P1Y", +0189, +0087,    2,    2
"2019--P1Y", +0189, +0088,    2,    2
"2019--P1Y", +0189, +0089,    2,    2
"2019--P1Y", +0189, +0090,    2,    2
"2019--P1Y", +0189, +0091,    2,    2
"2019--P1Y", +0189, +0092,    2,    2
"2019--P1Y", +0189, +0093,    2,    2
"2019--P1Y", +0189, +0094,    2,    2
"2019--P1Y", +0189, +0095,    2,    2
"2019--P1Y", +0189, +0096,    2,    2
"2019--P1Y", +0189, +0097,    2,    2
"2019--P1Y", +0189, +0098,    2,    2
"2019--P1Y", +0189, +0099,    2,    2
"2019--P1Y", +0189, +0100,    2,    2
"2019--P1Y", +0189, +0101,    2,    2
"2019--P1Y", +0189, +0102,    2,    2
"2019--P1Y", +0189, +0103,    2,    2
"2019--P1Y", +0189, +0104,    2,    2
"2019--P1Y", +0189, +0105,    2,    2
"2019--P1Y", +0189, +0106,    2,    2
"2019--P1Y", +0189, +0107,    2,    2
"2019--P1Y", +0189, +0108,    2,    2
"2019--P1Y", +0189, +0109,    2,    2
"2019--P1Y", +0189, +0110,    2,    2
"2019--P1Y", +0189, +0111,    2,    2
"2019--P1Y", +0189, +0112,    2,    2
"2019--P1Y", +0189, +0113,    2,    2
"2019--P1Y", +0189, +0114,    2,    2
"2019--P1Y", +0189, +0115,    2,    2
"2019--P1Y", +0189, +0116,    2,    2
"2019--P1Y", +0189, +0117,    2,    2
"2019--P1Y", +0189, +0118,    2,    2
"2019--P1Y", +0189, +0119,    2,    2
"2019--P1Y", +0189, +0120,    2,    2
"2019--P1Y", +0189, +0121,    2,    2
"2019--P1Y", +0189, +0122,    2,    2
"2019--P1Y", +0189, +0123,    2,    2
"2019--P1Y", +0189, +0124,    2,    2
"2019--P1Y", +0190, +0052,    2,    2
"2019--P1Y", +0190, +0053,    2,    2
"2019--P1Y", +0190, +0054,    2,    2
"2019--P1Y", +0190, +0055,    2,    2
"2019--P1Y", +0190, +0056,    2,    2
"2019--P1Y", +0190, +0068,    2,    2
"2019--P1Y", +0190, +0069,    2,    2
"2019--P1Y", +0190, +0070,    2,    2
"2019--P1Y", +0190, +0071,    2,    2
"2019--P1Y", +0190, +0072,    2,    2
"2019--P1Y", +0190, +0073,    2,    2
"2019--P1Y", +0190, +0074,    2,    2
"2019--P1Y", +0190, +0075,    2,    2
"2019--P1Y", +0190, +0076,    2,    2
"2019--P1Y", +0190, +0077,    2,    2
"2019--P1Y", +0190, +0078,    2,    2
"2019--P1Y", +0190, +0079,    2,    2
"2019--P1Y", +0190, +0080,    2,    2
"2019--P1Y", +0190, +0081,    2,    2
"2019--P1Y", +0190, +0082,    2,    2
"2019--P1Y", +0190, +0083,    2,    2
"2019--P1Y", +0190, +0084,    2,    2
"2019--P1Y", +0190, +0085,    2,    2
"2019--P1Y", +0190, +0086,    2,    2
"2019--P1Y", +0190, +0087,    2,    2
"2019--P1Y", +0190, +0088,    2,    2
"2019--P1Y", +0190, +0089,    2,    2
"2019--P1Y", +0190, +0090,    2,    2
"2019--P1Y", +0190, +0091,    2,    2
